id_match,id_team_home,name_team_home,id_team_away,name_team_away,score_HT,score_FT,0-75_dif,76-90+_dif,0-75,75+,0-15,16-30,31-45,46-59,60-74,75-79,80-84,85-89,90+,year,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HW,D,AW,>2.5,<2.5,match_dif,comeback,dif_class,prob_HW,prob_D,prob_AW,prob_25more,prob_25less
75.0,43.0,Cardiff,34.0,Newcastle,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Cardiff,Newcastle,0,0,D,0,0,3.25,3.1,2.54,2.48,1.53,0.0,0.0,0.0,0.30048847504197834,0.3150282399633644,0.3844832849946573,0.3815461346633417,0.6184538653366584
77.0,45.0,Everton,41.0,Southampton,2-0,2-1,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Everton,Southampton,2,1,H,2,0,1.9,3.5,4.75,2.15,1.7,1.0,0.0,1.0,0.5147058823529411,0.27941176470588236,0.20588235294117646,0.44155844155844154,0.5584415584415584
78.0,46.0,Leicester,39.0,Wolves,2-0,2-0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Leicester,Wolves,2,0,H,2,0,2.04,3.5,3.9,2.03,1.78,2.0,0.0,2.0,0.474848674598205,0.2767689417658109,0.2483823836359842,0.4671916010498688,0.5328083989501312
79.0,47.0,Tottenham,36.0,Fulham,1-0,3-1,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2018,Tottenham,Fulham,3,1,H,1,0,1.28,6.0,12.0,1.51,2.54,2.0,0.0,1.0,0.7575757575757576,0.1616161616161616,0.0808080808080808,0.6271604938271605,0.37283950617283945
80.0,48.0,West Ham,35.0,Bournemouth,1-0,1-2,-1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2018,West Ham,Bournemouth,1,2,A,1,0,2.1,3.6,3.7,1.78,2.04,-1.0,0.0,-1.0,0.4649214659685864,0.27120418848167543,0.2638743455497382,0.5340314136125655,0.4659685863874345
81.0,49.0,Chelsea,42.0,Arsenal,2-2,3-2,0.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,Chelsea,Arsenal,3,2,H,2,2,1.8,4.0,4.5,1.68,2.17,1.0,1.0,0.0,0.5405405405405406,0.24324324324324326,0.21621621621621623,0.5636363636363637,0.4363636363636364
76.0,44.0,Burnley,38.0,Watford,1-1,1-3,-2.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2018,Burnley,Watford,1,3,A,1,1,2.45,3.1,3.4,2.59,1.49,-2.0,0.0,-2.0,0.3982618552805592,0.3147553372378613,0.28698280748157945,0.36519607843137253,0.6348039215686274
82.0,50.0,Manchester City,37.0,Huddersfield,3-1,6-1,4.0,1.0,5.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2018,Manchester City,Huddersfield,6,1,H,3,1,1.1,13.0,26.0,1.32,3.32,5.0,0.0,2.0,0.887372013651877,0.0750853242320819,0.03754266211604095,0.7155172413793104,0.28448275862068967
83.0,51.0,Brighton,33.0,Manchester United,3-1,3-2,2.0,-1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,Brighton,Manchester United,3,2,H,3,1,5.5,3.6,1.75,2.26,1.64,1.0,0.0,2.0,0.17634709587123865,0.2694191742477257,0.5542337298810357,0.4205128205128206,0.5794871794871795
84.0,52.0,Crystal Palace,40.0,Liverpool,0-1,0-2,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,Crystal Palace,Liverpool,0,2,A,0,1,7.0,5.0,1.44,1.55,2.43,-2.0,0.0,-1.0,0.13771996939556236,0.19280795715378735,0.6694720734506504,0.6105527638190955,0.3894472361809045
85.0,39.0,Wolves,50.0,Manchester City,0-0,1-1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2018,Wolves,Manchester City,1,1,D,0,0,11.0,6.5,1.28,1.54,2.46,0.0,0.0,0.0,0.088604898828541,0.14994675186368478,0.7614483493077742,0.615,0.385
86.0,42.0,Arsenal,48.0,West Ham,1-1,3-1,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2018,Arsenal,West Ham,3,1,H,1,1,1.36,5.5,9.0,1.44,2.73,2.0,0.0,1.0,0.7151112395261485,0.17682750650101128,0.10806125397284022,0.6546762589928057,0.3453237410071942
87.0,35.0,Bournemouth,45.0,Everton,0-0,2-2,-1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2018,Bournemouth,Everton,2,2,D,0,0,2.62,3.6,2.75,1.72,2.12,0.0,1.0,-1.0,0.37306402381580434,0.27150770622150205,0.3554282699626936,0.5520833333333334,0.44791666666666663
89.0,37.0,Huddersfield,43.0,Cardiff,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Huddersfield,Cardiff,0,0,D,0,0,2.37,3.0,3.7,2.58,1.5,0.0,0.0,0.0,0.4114311130879573,0.3250305793394863,0.2635383075725565,0.36764705882352944,0.6323529411764707
90.0,41.0,Southampton,46.0,Leicester,0-0,1-2,0.0,-1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2018,Southampton,Leicester,1,2,A,0,0,2.45,3.2,3.25,2.27,1.63,-1.0,1.0,0.0,0.39690869191871,0.30388321725026235,0.29920809083102756,0.41794871794871796,0.5820512820512821
91.0,40.0,Liverpool,51.0,Brighton,1-0,1-0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Liverpool,Brighton,1,0,H,1,0,1.16,8.5,19.0,1.41,2.85,1.0,0.0,1.0,0.8350568769389864,0.11396070320579109,0.050982419855222325,0.6690140845070424,0.33098591549295775
92.0,38.0,Watford,52.0,Crystal Palace,0-0,2-1,2.0,-1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2018,Watford,Crystal Palace,2,1,H,0,0,2.6,3.25,3.0,2.13,1.71,1.0,0.0,2.0,0.375,0.30000000000000004,0.325,0.44531250000000006,0.5546875
88.0,36.0,Fulham,44.0,Burnley,3-2,4-2,1.0,1.0,5.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2018,Fulham,Burnley,4,2,H,3,2,2.0,3.4,4.33,2.22,1.65,2.0,0.0,1.0,0.4877741700351202,0.2869259823736001,0.22529984759127952,0.4263565891472868,0.5736434108527132
93.0,34.0,Newcastle,49.0,Chelsea,0-0,1-2,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2018,Newcastle,Chelsea,1,2,A,0,0,5.75,4.0,1.66,1.88,1.92,-1.0,1.0,0.0,0.169452596656884,0.24358810769427075,0.5869592956488452,0.5052631578947367,0.49473684210526314
94.0,33.0,Manchester United,47.0,Tottenham,0-0,0-3,-2.0,-1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2018,Manchester United,Tottenham,0,3,A,0,0,2.62,3.3,2.9,2.03,1.79,-3.0,0.0,-2.0,0.37072906174943826,0.2943364066010692,0.33493453164949255,0.46858638743455505,0.5314136125654451
95.0,46.0,Leicester,40.0,Liverpool,0-2,1-2,-1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Leicester,Liverpool,1,2,A,0,2,7.5,5.0,1.44,1.65,2.25,-1.0,0.0,-1.0,0.12972972972972974,0.19459459459459463,0.6756756756756758,0.5769230769230769,0.423076923076923
96.0,51.0,Brighton,36.0,Fulham,0-1,2-2,-1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2018,Brighton,Fulham,2,2,D,0,1,2.3,3.4,3.4,1.92,1.88,0.0,1.0,-1.0,0.425,0.2875,0.2875,0.49473684210526314,0.5052631578947367
98.0,49.0,Chelsea,35.0,Bournemouth,0-0,2-0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2018,Chelsea,Bournemouth,2,0,H,0,0,1.3,6.0,11.0,1.42,2.82,2.0,0.0,1.0,0.7491486946651532,0.1623155505107832,0.08853575482406358,0.6650943396226415,0.33490566037735847
99.0,52.0,Crystal Palace,41.0,Southampton,0-0,0-2,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2018,Crystal Palace,Southampton,0,2,A,0,0,2.0,3.5,4.2,2.12,1.72,-2.0,0.0,-1.0,0.48837209302325585,0.27906976744186046,0.23255813953488372,0.44791666666666663,0.5520833333333334
100.0,45.0,Everton,37.0,Huddersfield,1-1,1-1,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Everton,Huddersfield,1,1,D,1,1,1.53,4.2,7.5,2.07,1.75,0.0,0.0,0.0,0.6376389141920205,0.23228274731280743,0.13007833849517217,0.4581151832460733,0.5418848167539266
101.0,48.0,West Ham,39.0,Wolves,0-0,0-1,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2018,West Ham,Wolves,0,1,A,0,0,2.6,3.4,2.87,1.85,1.95,-1.0,1.0,0.0,0.3744435917114351,0.28633921719109745,0.33921719109746734,0.513157894736842,0.48684210526315796
102.0,50.0,Manchester City,34.0,Newcastle,1-1,2-1,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Manchester City,Newcastle,2,1,H,1,1,1.11,11.0,26.0,1.37,3.03,1.0,0.0,1.0,0.8744305500351607,0.08823799186718441,0.037331458097654945,0.6886363636363636,0.31136363636363634
103.0,43.0,Cardiff,42.0,Arsenal,1-1,2-3,0.0,-1.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2018,Cardiff,Arsenal,2,3,A,1,1,6.5,4.33,1.57,1.76,2.07,-1.0,1.0,0.0,0.15057333531200648,0.2260338751796864,0.623392789508307,0.5404699738903395,0.4595300261096606
97.0,44.0,Burnley,33.0,Manchester United,0-2,0-2,-2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Burnley,Manchester United,0,2,A,0,2,6.0,3.75,1.7,2.14,1.7,-2.0,0.0,-2.0,0.16314779270633398,0.2610364683301344,0.5758157389635318,0.44270833333333337,0.5572916666666667
104.0,38.0,Watford,47.0,Tottenham,0-0,2-1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2018,Watford,Tottenham,2,1,H,0,0,5.5,4.2,1.64,1.7,2.14,1.0,1.0,0.0,0.1765791632485644,0.2312346185397867,0.5921862182116489,0.5572916666666667,0.44270833333333337
105.0,47.0,Tottenham,40.0,Liverpool,0-1,1-2,-2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2018,Tottenham,Liverpool,1,2,A,0,1,3.0,3.6,2.4,1.66,2.23,-1.0,0.0,-2.0,0.3243243243243243,0.27027027027027023,0.4054054054054054,0.5732647814910026,0.42673521850899737
106.0,35.0,Bournemouth,46.0,Leicester,3-0,4-2,3.0,-1.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2018,Bournemouth,Leicester,4,2,H,3,0,2.45,3.5,3.0,1.88,1.94,2.0,0.0,2.0,0.3973509933774835,0.27814569536423844,0.3245033112582782,0.5078534031413613,0.4921465968586388
107.0,49.0,Chelsea,43.0,Cardiff,2-1,4-1,1.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2018,Chelsea,Cardiff,4,1,H,2,1,1.18,8.0,19.0,1.51,2.53,3.0,0.0,1.0,0.8267159795496574,0.12194060698357444,0.051343413466768184,0.6262376237623761,0.37376237623762376
108.0,37.0,Huddersfield,52.0,Crystal Palace,0-1,0-1,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Huddersfield,Crystal Palace,0,1,A,0,1,3.3,3.1,2.5,2.36,1.59,-1.0,0.0,-1.0,0.2954632100648113,0.3145253526496378,0.39001143728555093,0.4025316455696203,0.5974683544303797
109.0,50.0,Manchester City,36.0,Fulham,2-0,3-0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Manchester City,Fulham,3,0,H,2,0,1.12,10.0,26.0,1.26,3.85,3.0,0.0,2.0,0.8657432072456047,0.09696323921150773,0.037293553542887596,0.7534246575342466,0.2465753424657534
110.0,34.0,Newcastle,42.0,Arsenal,0-0,1-2,-2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2018,Newcastle,Arsenal,1,2,A,0,0,4.2,3.8,1.9,1.71,2.14,-1.0,0.0,-2.0,0.23170731707317074,0.25609756097560976,0.5121951219512195,0.5558441558441558,0.44415584415584414
111.0,38.0,Watford,33.0,Manchester United,0-2,1-2,-1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Watford,Manchester United,1,2,A,0,2,4.33,3.6,1.95,1.99,1.83,-1.0,0.0,-1.0,0.2260760349741558,0.2719192309550263,0.5020047340708178,0.4790575916230366,0.5209424083769634
112.0,39.0,Wolves,44.0,Burnley,0-0,1-0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Wolves,Burnley,1,0,H,0,0,1.75,3.6,5.75,2.28,1.63,1.0,0.0,1.0,0.5585160202360877,0.2715008431703204,0.1699831365935919,0.41687979539641945,0.5831202046035805
113.0,45.0,Everton,48.0,West Ham,1-2,1-3,-2.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Everton,West Ham,1,3,A,1,2,2.0,3.75,3.9,1.79,2.03,-2.0,0.0,-2.0,0.4887218045112782,0.26065162907268175,0.25062656641604014,0.5314136125654451,0.46858638743455505
114.0,41.0,Southampton,51.0,Brighton,1-0,2-2,1.0,-1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2018,Southampton,Brighton,2,2,D,1,0,2.1,3.4,3.9,2.27,1.63,0.0,1.0,1.0,0.46379853095487933,0.28646379853095494,0.24973767051416584,0.41794871794871796,0.5820512820512821
115.0,36.0,Fulham,38.0,Watford,0-1,1-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Fulham,Watford,1,1,D,0,1,2.54,3.5,2.9,1.76,2.06,0.0,0.0,0.0,0.38438233734757254,0.2789517533893812,0.33666590926304635,0.5392670157068064,0.46073298429319376
116.0,44.0,Burnley,35.0,Bournemouth,2-0,4-0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2018,Burnley,Bournemouth,4,0,H,2,0,3.0,3.4,2.5,2.02,1.8,4.0,0.0,2.0,0.3244274809160305,0.28625954198473286,0.3893129770992367,0.4712041884816754,0.5287958115183247
117.0,43.0,Cardiff,50.0,Manchester City,0-3,0-5,-4.0,-1.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2018,Cardiff,Manchester City,0,5,A,0,3,23.0,8.0,1.16,1.45,2.7,-5.0,0.0,-2.0,0.04218948899799963,0.12129478086924894,0.8365157301327514,0.6506024096385543,0.3493975903614458
118.0,52.0,Crystal Palace,34.0,Newcastle,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Crystal Palace,Newcastle,0,0,D,0,0,2.14,3.4,3.75,2.11,1.73,0.0,0.0,0.0,0.4545292502941071,0.28608605753805566,0.25938469216783716,0.45052083333333337,0.5494791666666667
119.0,46.0,Leicester,37.0,Huddersfield,1-1,3-1,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2018,Leicester,Huddersfield,3,1,H,1,1,1.61,4.0,6.5,2.18,1.68,2.0,0.0,2.0,0.6059899778580585,0.24391096608786855,0.15009905605407298,0.4352331606217616,0.5647668393782384
120.0,40.0,Liverpool,41.0,Southampton,3-0,3-0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Liverpool,Southampton,3,0,H,3,0,1.2,7.5,17.0,1.49,2.59,3.0,0.0,2.0,0.8126195028680689,0.13001912045889102,0.05736137667304016,0.6348039215686274,0.36519607843137253
121.0,33.0,Manchester United,39.0,Wolves,1-0,1-1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Manchester United,Wolves,1,1,D,1,0,1.57,4.33,6.5,1.85,1.95,0.0,0.0,0.0,0.623392789508307,0.2260338751796864,0.15057333531200648,0.513157894736842,0.48684210526315796
122.0,51.0,Brighton,47.0,Tottenham,0-1,1-2,-1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2018,Brighton,Tottenham,1,2,A,0,1,5.0,4.0,1.75,1.8,2.02,-1.0,0.0,-1.0,0.19580419580419584,0.24475524475524477,0.5594405594405595,0.5287958115183247,0.4712041884816754
123.0,48.0,West Ham,49.0,Chelsea,0-0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,West Ham,Chelsea,0,0,D,0,0,6.0,4.5,1.57,1.58,2.37,0.0,0.0,0.0,0.1624698171783374,0.21662642290444983,0.6209037599172129,0.6,0.39999999999999997
124.0,42.0,Arsenal,45.0,Everton,0-0,2-0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2018,Arsenal,Everton,2,0,H,0,0,1.44,5.0,7.5,1.44,2.75,2.0,0.0,2.0,0.6756756756756758,0.19459459459459463,0.12972972972972974,0.6563245823389022,0.3436754176610979
125.0,48.0,West Ham,33.0,Manchester United,2-0,3-1,2.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2018,West Ham,Manchester United,3,1,H,2,0,4.5,3.8,1.85,1.82,2.0,2.0,0.0,2.0,0.21660761053766756,0.25650901247881686,0.5268833769835156,0.5235602094240838,0.4764397905759163
126.0,42.0,Arsenal,38.0,Watford,0-0,2-0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2018,Arsenal,Watford,2,0,H,0,0,1.44,5.1,7.0,1.44,2.73,2.0,1.0,0.0,0.6720126496498758,0.18974474813643555,0.13824260221368873,0.6546762589928057,0.3453237410071942
127.0,45.0,Everton,36.0,Fulham,0-0,3-0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2018,Everton,Fulham,3,0,H,0,0,1.75,4.2,4.75,1.61,2.31,3.0,0.0,2.0,0.5601965601965602,0.2334152334152334,0.20638820638820637,0.5892857142857143,0.41071428571428575
128.0,37.0,Huddersfield,47.0,Tottenham,0-2,0-2,-2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Huddersfield,Tottenham,0,2,A,0,2,8.5,4.5,1.44,1.79,2.03,-2.0,0.0,-2.0,0.1137440758293839,0.21484992101105846,0.6714060031595577,0.5314136125654451,0.46858638743455505
129.0,50.0,Manchester City,51.0,Brighton,1-0,2-0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Manchester City,Brighton,2,0,H,1,0,1.1,12.0,34.0,1.3,3.44,2.0,0.0,2.0,0.8896641953772351,0.08155255124291322,0.028783253379851725,0.7257383966244725,0.27426160337552746
130.0,34.0,Newcastle,46.0,Leicester,0-1,0-2,-2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Newcastle,Leicester,0,2,A,0,1,2.6,3.3,3.0,2.2,1.68,-2.0,0.0,-2.0,0.3767123287671233,0.29680365296803657,0.3264840182648402,0.4329896907216495,0.5670103092783505
131.0,39.0,Wolves,41.0,Southampton,0-0,2-0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2018,Wolves,Southampton,2,0,H,0,0,1.8,3.6,5.25,2.13,1.72,2.0,1.0,0.0,0.5426356589147288,0.2713178294573644,0.18604651162790697,0.44675324675324674,0.5532467532467532
132.0,49.0,Chelsea,40.0,Liverpool,1-0,1-1,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2018,Chelsea,Liverpool,1,1,D,1,0,2.8,3.6,2.54,1.64,2.25,0.0,1.0,1.0,0.3472053462940462,0.27004860267314706,0.3827460510328068,0.5784061696658098,0.4215938303341903
133.0,43.0,Cardiff,44.0,Burnley,0-0,1-2,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2018,Cardiff,Burnley,1,2,A,0,0,2.62,3.0,3.2,2.43,1.55,-1.0,0.0,-1.0,0.37145952638910384,0.3244079863798174,0.30413248723107883,0.3894472361809045,0.6105527638190955
134.0,35.0,Bournemouth,52.0,Crystal Palace,1-0,2-1,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2018,Bournemouth,Crystal Palace,2,1,H,1,0,2.25,3.5,3.4,1.77,2.04,1.0,1.0,0.0,0.43391066545123064,0.2789425706472197,0.2871467639015497,0.5354330708661418,0.4645669291338583
135.0,51.0,Brighton,48.0,West Ham,1-0,1-0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,Brighton,West Ham,1,0,H,1,0,2.7,3.3,2.87,2.05,1.78,1.0,0.0,1.0,0.36245694603903555,0.2965556831228473,0.34098737083811703,0.4647519582245431,0.5352480417754569
136.0,44.0,Burnley,37.0,Huddersfield,1-0,1-1,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2018,Burnley,Huddersfield,1,1,D,1,0,2.14,3.1,4.2,2.55,1.51,0.0,0.0,0.0,0.4545771943300049,0.31380490189232596,0.23161790377766914,0.37192118226600984,0.6280788177339901
137.0,52.0,Crystal Palace,39.0,Wolves,0-0,0-1,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2018,Crystal Palace,Wolves,0,1,A,0,0,3.0,3.2,2.62,2.23,1.65,-1.0,0.0,-1.0,0.3244079863798174,0.30413248723107883,0.37145952638910384,0.4252577319587629,0.5747422680412371
