mins,type,detail,player,teamName,id_match
66,Goal,Penalty,Jorginho,Chelsea,592858
76,Goal,Normal Goal,K. Iheanacho,Leicester,592858
48,Goal,Normal Goal,Richarlison,Everton,592860
45,Goal,Normal Goal,J. Willock,Newcastle,592862
8,Goal,Normal Goal,S. Bergwijn,Tottenham,592864
20,Goal,Own Goal,S. Reguilon,Aston Villa,592864
39,Goal,Normal Goal,O. Watkins,Aston Villa,592864
35,Goal,Normal Goal,N. Pepe,Arsenal,592859
62,Goal,Normal Goal,C. Benteke,Crystal Palace,592859
90,Goal,Normal Goal,Martinelli,Arsenal,592859
90,Goal,Normal Goal,N. Pepe,Arsenal,592859
43,Goal,Normal Goal,R. Firmino,Liverpool,592857
52,Goal,Normal Goal,N. Phillips,Liverpool,592857
88,Goal,Normal Goal,A. Oxlade-Chamberlain,Liverpool,592857
3,Goal,Missed Penalty,D. Rice,West Ham,592865
27,Goal,Normal Goal,M. Pereira,West Brom,592865
45,Goal,Normal Goal,T. Soucek,West Ham,592865
82,Goal,Normal Goal,A. Ogbonna,West Ham,592865
88,Goal,Normal Goal,M. Antonio,West Ham,592865
49,Goal,Normal Goal,N. Pepe,Arsenal,592866
60,Goal,Normal Goal,N. Pepe,Arsenal,592866
43,Goal,Normal Goal,B. Traore,Aston Villa,592867
52,Goal,Penalty,A. El-Ghazi,Aston Villa,592867
70,Goal,Normal Goal,B. Chilwell,Chelsea,592867
23,Goal,Normal Goal,J. Willock,Newcastle,592868
88,Goal,Penalty,F. Schar,Newcastle,592868
17,Goal,Normal Goal,Rodrigo,Leeds,592869
42,Goal,Normal Goal,K. Phillips,Leeds,592869
79,Goal,Penalty,P. Bamford,Leeds,592869
90,Goal,Normal Goal,H. Robson-Kanu,West Brom,592869
18,Goal,Penalty,J. Vardy,Leicester,592870
41,Goal,Normal Goal,H. Kane,Tottenham,592870
52,Goal,Penalty,J. Vardy,Leicester,592870
76,Goal,Own Goal,K. Schmeichel,Tottenham,592870
87,Goal,Normal Goal,G. Bale,Tottenham,592870
90,Goal,Normal Goal,G. Bale,Tottenham,592870
36,Goal,Normal Goal,S. Mane,Liverpool,592871
74,Goal,Normal Goal,S. Mane,Liverpool,592871
11,Goal,Normal Goal,K. De Bruyne,Manchester City,592872
14,Goal,Normal Goal,Gabriel Jesus,Manchester City,592872
36,Goal,Missed Penalty,G. Sigurdsson,Everton,592872
53,Goal,Normal Goal,P. Foden,Manchester City,592872
71,Goal,Normal Goal,S. Aguero,Manchester City,592872
76,Goal,Normal Goal,S. Aguero,Manchester City,592872
24,Goal,Normal Goal,D. McGoldrick,Sheffield Utd,592873
30,Goal,Normal Goal,P. Fornals,West Ham,592874
33,Goal,Normal Goal,P. Fornals,West Ham,592874
86,Goal,Normal Goal,D. Rice,West Ham,592874
13,Goal,Normal Goal,A. Elanga,Manchester United,592875
39,Goal,Normal Goal,N. Semedo,Wolves,592875
45,Goal,Penalty,J. Mata,Manchester United,592875
