mins,type,detail,player,teamName,id_match
75,Goal,Normal Goal,P. Groß,Brighton,415
59,Goal,Normal Goal,Y. Tielemans,Leicester,419
86,Goal,Normal Goal,J. Vardy,Leicester,419
90,Goal,Normal Goal,J. Vardy,Leicester,419
63,Goal,Normal Goal,S. Agüero,Manchester City,416
11,Goal,Normal Goal,Mata,Manchester United,421
43,Goal,Normal Goal,Marcos Alonso,Chelsea,421
17,Goal,Own Goal,B. Mee,Everton,429
20,Goal,Normal Goal,S. Coleman,Everton,429
90,Goal,Normal Goal,N. Aké,Bournemouth,426
16,Goal,Normal Goal,M. Arnautović,West Ham,433
69,Goal,Normal Goal,M. Arnautović,West Ham,433
72,Goal,Normal Goal,R. Fredericks,West Ham,433
75,Goal,Normal Goal,L. Dendoncker,Wolves,434
28,Goal,Normal Goal,W. Zaha,Crystal Palace,427
31,Goal,Own Goal,M. Kelly,Cardiff,427
39,Goal,Normal Goal,M. Batshuayi,Crystal Palace,427
70,Goal,Normal Goal,A. Townsend,Crystal Palace,427
90,Goal,Normal Goal,B. Reid,Cardiff,427
13,Goal,Normal Goal,V. van Dijk,Liverpool,432
20,Goal,Normal Goal,C. Atsu,Newcastle,432
28,Goal,Normal Goal,Mohamed Salah,Liverpool,432
54,Goal,Normal Goal,S. Rondón,Newcastle,432
86,Goal,Normal Goal,D. Origi,Liverpool,432
48,Goal,Normal Goal,R. Loftus-Cheek,Chelsea,428
51,Goal,Normal Goal,David Luiz,Chelsea,428
75,Goal,Normal Goal,G. Higuaín,Chelsea,428
8,Goal,Normal Goal,S. McTominay,Manchester United,430
60,Goal,Normal Goal,I. Mbenza,Huddersfield,430
9,Goal,Penalty,P. Aubameyang,Arsenal,425
61,Goal,Penalty,G. Murray,Brighton,425
70,Goal,Normal Goal,V. Kompany,Manchester City,431
27,Goal,Normal Goal,G. Murray,Brighton,435
28,Goal,Normal Goal,S. Agüero,Manchester City,435
38,Goal,Normal Goal,A. Laporte,Manchester City,435
63,Goal,Normal Goal,R. Mahrez,Manchester City,435
72,Goal,Normal Goal,İ. Gündoğan,Manchester City,435
52,Goal,Normal Goal,P. Aubameyang,Arsenal,436
63,Goal,Normal Goal,P. Aubameyang,Arsenal,436
65,Goal,Normal Goal,A. Barnes,Burnley,436
90,Goal,Normal Goal,E. Nketiah,Arsenal,436
24,Goal,Normal Goal,M. Batshuayi,Crystal Palace,437
32,Goal,Normal Goal,M. Batshuayi,Crystal Palace,437
37,Goal,Own Goal,J. Simpson,Crystal Palace,437
45,Goal,Normal Goal,J. Lerma,Bournemouth,437
56,Goal,Normal Goal,J. Ibe,Bournemouth,437
65,Goal,Normal Goal,P. van Aanholt,Crystal Palace,437
73,Goal,Normal Goal,J. King,Bournemouth,437
80,Goal,Normal Goal,A. Townsend,Crystal Palace,437
9,Goal,Normal Goal,J. Shelvey,Newcastle,438
11,Goal,Normal Goal,Ayoze Pérez,Newcastle,438
61,Goal,Normal Goal,F. Schär,Newcastle,438
90,Goal,Normal Goal,S. Rondón,Newcastle,438
17,Goal,Normal Goal,S. Mané,Liverpool,440
81,Goal,Normal Goal,S. Mané,Liverpool,440
23,Goal,Penalty,N. Mendez-Laing,Cardiff,441
54,Goal,Normal Goal,N. Mendez-Laing,Cardiff,441
41,Goal,Normal Goal,N. Redmond,Southampton,442
55,Goal,Normal Goal,A. Pritchard,Huddersfield,442
3,Goal,Normal Goal,E. Dier,Tottenham,443
69,Goal,Normal Goal,T. Walcott,Everton,443
72,Goal,Normal Goal,C. Tosun,Everton,443
75,Goal,Normal Goal,C. Eriksen,Tottenham,443
15,Goal,Normal Goal,M. Noble,West Ham,444
39,Goal,Normal Goal,M. Lanzini,West Ham,444
46,Goal,Normal Goal,Deulofeu,Watford,444
71,Goal,Normal Goal,M. Arnautović,West Ham,444
78,Goal,Penalty,M. Noble,West Ham,444
